file,section_depth,heading,keywords,has_keyword,line_start,body_snippet
docs/components/interface/ipc_router.md,3,3.1 データ構造,IPCRegistry|FlatMapIndexed|RoleBasedAccessControl,YES,13,<!-- traceability: {IPCRegistry} {FlatMapIndexed} {RoleBasedAccessControl} --> - **レジストリエントリ**: 登録され
docs/components/interface/ipc_router.md,3,3.2 内部ブロック図,IPCRegistry|FlatMapIndexed|RoleBasedAccessControl,YES,18,<!-- traceability: {IPCRegistry} {FlatMapIndexed} {RoleBasedAccessControl} --> ```mermaid graph TB  
docs/components/interface/ipc_router.md,4,`kv_pair` (Key-Valueペア),DictionaryBasedIPC,YES,39,<!-- traceability: {DictionaryBasedIPC} --> IPC通信の最小単位。1つのメッセージで8個のペアを送信できる。  | 項目名 | 機能と役割 | 型分類 | 
docs/components/interface/ipc_router.md,4,`message` (IPCメッセージ),TypeSafeMessaging|FlatMapIndexed,YES,53,<!-- traceability: {TypeSafeMessaging} {FlatMapIndexed} --> Key-Valueペアを複数集約した通信の基本単位。内部的に C++23 `st
docs/components/interface/ipc_router.md,4,`registry_entry`,,NO,61,
docs/components/interface/ipc_router.md,3,3.3 主要なクラス・構造体・配列・定数,,NO,36,
docs/components/interface/ipc_router.md,2,3. 静的モデル,IPCRegistry|FlatMapIndexed|RoleBasedAccessControl|DictionaryBasedIPC|TypeSafeMessaging,YES,11, ### 3.1 データ構造 <!-- traceability: {IPCRegistry} {FlatMapIndexed} {RoleBasedAccessControl} --> - **レジ
docs/components/interface/ipc_router.md,3,4.1 アルゴリズム,LowLatencyLookup|AccessDictionary|FlatMapIndexed|OwnershipTransfer|IPC_ZeroCopy|Challenge_CspHandoffStarvation|IPC_DropHandler,YES,73,<!-- traceability: {LowLatencyLookup} {AccessDictionary} {FlatMapIndexed} {OwnershipTransfer} {IPC_Z
docs/components/interface/ipc_router.md,3,4.2 状態遷移図,LowLatencyLookup|AccessDictionary|FlatMapIndexed|OwnershipTransfer|IPC_ZeroCopy|Challenge_CspHandoffStarvation|IPC_DropHandler,YES,87,<!-- traceability: {LowLatencyLookup} {AccessDictionary} {FlatMapIndexed} {OwnershipTransfer} {IPC_Z
docs/components/interface/ipc_router.md,4,サービス検索と接続フロー,,NO,100,
docs/components/interface/ipc_router.md,3,4.3 内部シーケンス,,NO,98,
docs/components/interface/ipc_router.md,2,4. 動的モデル,LowLatencyLookup|AccessDictionary|FlatMapIndexed|OwnershipTransfer|IPC_ZeroCopy|Challenge_CspHandoffStarvation|IPC_DropHandler,YES,71, ### 4.1 アルゴリズム <!-- traceability: {LowLatencyLookup} {AccessDictionary} {FlatMapIndexed} {Ownership
docs/components/interface/ipc_router.md,4,`register_service`,,NO,127, | 項目 | 内容 | | :--- | :--- | | 機能概要 | サービス固有のURIと、それを処理するチャネルおよびロールを関連付けて登録する。 | | シグネチャ | `register
docs/components/interface/ipc_router.md,4,`lookup_service`,IPC_HandleBased,YES,138,<!-- traceability: {IPC_HandleBased} -->  | 項目 | 内容 | | :--- | :--- | | 機能概要 | 指定されたURIに対応する通信用チャネルI
docs/components/interface/ipc_router.md,4,`route_message`,,NO,150,
docs/components/interface/ipc_router.md,3,5.1 公開API,IPC_HandleBased|CSP_Handoff,YES,122,外部から利用可能なオブジェクト指向APIを定義する。  TODO(Phase 1): ATC抽出 - サービス登録時のチャネル初期化や送信メッセージのライフサイクル（所有権移動におけるダングリング参照
docs/components/interface/ipc_router.md,3,5.2 URI/IPCインターフェイス,TypeSafeMessaging,YES,161,<!-- traceability: {TypeSafeMessaging} --> - **URI形式**: `fireball://<subsystem_id>/<stream>/<instanc
docs/components/interface/ipc_router.md,3,5.3 サービスファサード,,NO,166,
docs/components/interface/ipc_router.md,2,5. インターフェイス定義,IPC_HandleBased|CSP_Handoff|TypeSafeMessaging|ServiceFacade|IoC,YES,120, ### 5.1 公開API 外部から利用可能なオブジェクト指向APIを定義する。  TODO(Phase 1): ATC抽出 - サービス登録時のチャネル初期化や送信メッセージのライフサイクル（所有
docs/components/interface/ipc_router.md,3,6.1 性能制約と方策,LowLatencyLookup,YES,172,<!-- traceability: {LowLatencyLookup} --> - **目標**: サービス検索のレイテンシを最小化する。 - **方策**: `{LowLatencyLookup
docs/components/interface/ipc_router.md,3,6.2 メモリ制約と方策,,NO,177,
docs/components/interface/ipc_router.md,2,6. 制約達成の方策,LowLatencyLookup|BumpAllocator|StaticScalability,YES,170, ### 6.1 性能制約と方策 <!-- traceability: {LowLatencyLookup} --> - **目標**: サービス検索のレイテンシを最小化する。 - **方策**: `
docs/components/interface/ipc_router.md,3,6.3 安全性制約と方策,RoleBasedAccessControl|OwnershipTransfer,YES,182,<!-- traceability: {RoleBasedAccessControl} {OwnershipTransfer} --> - **目標**: 不正なタスク間通信を防止する。 - **方策
docs/components/interface/system_service.md,2,1. コンセプト,FaultIsolation|MemoryIsolation|IPCRouter,YES,3,<!-- traceability: {FaultIsolation} {MemoryIsolation} {IPCRouter} --> サービスは、WASMゲストに対して共有ライブラリ機能（WAS
docs/components/interface/system_service.md,2,2. アーキテクチャ分類,3TierSeparation|IPCRouter|URIAbstraction,YES,7,<!-- traceability: {3TierSeparation} {IPCRouter} {URIAbstraction} --> 本コンポーネントは **Tier 1 (アーキテクチャドメイ
docs/components/interface/system_service.md,3,3.1 データ構造,,NO,13,- **サービスレジストリ**: ロードされているサービスの情報（URI、Tier、エントリポイント）を管理する。 
docs/components/interface/system_service.md,3,3.2 内部ブロック図,,NO,16,```mermaid graph TD     Guest[WASM Guest] --> T0[Tier 0: Direct Link]     Guest --> T1[Tier 1: IPC] 
docs/components/interface/system_service.md,4,`service` (サービス定義),,NO,30,システムが管理する個別のサービスの属性。  | 項目名 | 機能と役割 | 型分類 | サイズ・制約 | | :--- | :--- | :--- | :--- | | サービス名称 | サービスを識
docs/components/interface/system_service.md,4,`service_config` (サービス構成),,NO,39,
docs/components/interface/system_service.md,3,3.3 主要なクラス・構造体・配列・定数,,NO,28,
docs/components/interface/system_service.md,2,3. 静的モデル,ConfigurableSystem,YES,11, ### 3.1 データ構造 - **サービスレジストリ**: ロードされているサービスの情報（URI、Tier、エントリポイント）を管理する。  ### 3.2 内部ブロック図 ```mermaid
docs/components/interface/system_service.md,3,4.1 アルゴリズム,FaultIsolation|IPCRouter,YES,50,<!-- traceability: {FaultIsolation} {IPCRouter} --> - **サービス分離**: Tier 0 サービスはゲストのWASMモジュールとして直接リンクさ
docs/components/interface/system_service.md,3,4.2 状態遷移図,FaultIsolation|IPCRouter,YES,55,<!-- traceability: {FaultIsolation} {IPCRouter} --> ```mermaid stateDiagram-v2     [*] --> Loaded: l
docs/components/interface/system_service.md,4,WASI呼び出しシーケンス,,NO,66,
docs/components/interface/system_service.md,3,4.3 内部シーケンス,FaultIsolation|IPCRouter,YES,64,<!-- traceability: {FaultIsolation} {IPCRouter} --> #### WASI呼び出しシーケンス ```mermaid sequenceDiagram   
docs/components/interface/system_service.md,4,検証対象となる制約事項 (TLA+ モデリングポイント),,NO,147,
docs/components/interface/system_service.md,3,4.4 WASI API から HAL への変換ラッパー (コンセプトコード),,NO,82,
docs/components/interface/system_service.md,2,4. 動的モデル,FaultIsolation|IPCRouter|RecoveryStrategy,YES,48, ### 4.1 アルゴリズム <!-- traceability: {FaultIsolation} {IPCRouter} --> - **サービス分離**: Tier 0 サービスはゲストのWA
docs/components/interface/system_service.md,4,リカバリー戦略の種類,RecoveryStrategy,YES,159,<!-- traceability: {RecoveryStrategy} --> - **ignore**: エラーを無視し、処理を継続する。 - **retry**: 一時的な失敗。再試行により成
docs/components/interface/system_service.md,4,設計判断,,NO,166,
docs/components/interface/system_service.md,3,5.1 エラーハンドリング戦略,RecoveryStrategy,YES,154,<!-- traceability: {RecoveryStrategy} -->  本コンポーネントでは、エラーコードではなくリカバリー戦略を返すことで、呼び出し側が具体的なアクションを取れるように
docs/components/interface/system_service.md,4,`load_service`,,NO,176,
docs/components/interface/system_service.md,3,5.2 公開API,RecoveryStrategy,YES,170,<!-- traceability: {RecoveryStrategy} --> 外部から利用可能なオブジェクト指向APIを定義する。  TODO(Phase 1): ATC抽出 - サービスの初期
docs/components/interface/system_service.md,3,5.3 URI/IPCインターフェイス,,NO,187,
docs/components/interface/system_service.md,2,5. インターフェイス定義,RecoveryStrategy,YES,152, ### 5.1 エラーハンドリング戦略 <!-- traceability: {RecoveryStrategy} -->  本コンポーネントでは、エラーコードではなくリカバリー戦略を返すことで、呼
docs/components/interface/system_service.md,3,6.1 性能制約と方策,IPCRouter,YES,194,<!-- traceability: {IPCRouter} --> - **目標**: システムコールのオーバーヘッドを最小化する。 - **方策**: `{IPCRouter}` 高頻度な呼び出し
docs/components/interface/system_service.md,3,6.2 メモリ制約と方策,,NO,199,
docs/components/interface/system_service.md,2,6. 制約達成の方策,IPCRouter|IndependentHeap|MemoryIsolation,YES,192, ### 6.1 性能制約と方策 <!-- traceability: {IPCRouter} --> - **目標**: システムコールのオーバーヘッドを最小化する。 - **方策**: `{IPC
docs/components/interface/system_service.md,3,6.3 安全性制約と方策,FaultIsolation,YES,204,<!-- traceability: {FaultIsolation} --> - **目標**: サービスの障害が他へ波及するのを防止する。 - **方策**: `{FaultIsolation}`
docs/components/jit/jit_assembler_constexpr.md,2,1. コンセプト,JIT_Encoder|Static_Resolution|CompileTimeValidation|PositionIndependentCode,YES,3,<!-- traceability: {JIT_Encoder} {Static_Resolution} {CompileTimeValidation} {PositionIndependentCod
docs/components/jit/jit_assembler_constexpr.md,2,2. アーキテクチャ分類,3TierSeparation|Static_Resolution|ZeroRuntimeOverhead,YES,7,<!-- traceability: {3TierSeparation} {Static_Resolution} {ZeroRuntimeOverhead} --> 本コンポーネントは **Tier 
docs/components/jit/jit_assembler_constexpr.md,3,3.1 データ構造,,NO,13,- **Instruction Format Structs**: R/I/S/B/U/J などの命令形式ごとにビットフィールドを定義した構造体。 - **Type-safe Enums**: 物理レ
docs/components/jit/jit_assembler_constexpr.md,3,3.2 内部ブロック図,,NO,17,```mermaid graph TD     Source[C++ Code] -->|constexpr| DSL[Assembler DSL]     DSL -->|Static Analys
docs/components/jit/jit_assembler_constexpr.md,4,`riscv::i_type`,JIT_Encoder|ZeroCostAbstraction,YES,30, <!-- traceability: {JIT_Encoder} {ZeroCostAbstraction} --> 即値演算やロード命令に使用される形式。  | 項目名 | 機能と役割 | 型分類
docs/components/jit/jit_assembler_constexpr.md,4,`arm::add_imm`,JIT_Encoder|ZeroOverhead,YES,43," <!-- traceability: {JIT_Encoder} {ZeroOverhead} --> `ADD`, `SUB` などの即値演算（32ビット命令）で使用される形式。  | 項目名 |"
docs/components/jit/jit_assembler_constexpr.md,4,`x64::mov_ri`,,NO,56,
docs/components/jit/jit_assembler_constexpr.md,3,3.3 主要なクラス・構造体・配列・定数,,NO,26,
docs/components/jit/jit_assembler_constexpr.md,2,3. 静的モデル,JIT_Encoder|ZeroCostAbstraction|ZeroOverhead,YES,11, ### 3.1 データ構造 - **Instruction Format Structs**: R/I/S/B/U/J などの命令形式ごとにビットフィールドを定義した構造体。 - **Type-sa
docs/components/jit/jit_assembler_constexpr.md,4,コンパイル時エンコード,,NO,69,
docs/components/jit/jit_assembler_constexpr.md,3,4.1 アルゴリズム,,NO,67, #### コンパイル時エンコード 1. プログラマが `constexpr` 関数や構造体として命令を記述する。 2. C++コンパイラがビットフィールドの詰め込み（Pack）を処理する。 3. `
docs/components/jit/jit_assembler_constexpr.md,3,4.2 状態遷移図,,NO,75,
docs/components/jit/jit_assembler_constexpr.md,2,4. 動的モデル,,NO,65, ### 4.1 アルゴリズム  #### コンパイル時エンコード 1. プログラマが `constexpr` 関数や構造体として命令を記述する。 2. C++コンパイラがビットフィールドの詰め込み（
docs/components/jit/jit_assembler_constexpr.md,4,Instruction Constructor,,NO,84,
docs/components/jit/jit_assembler_constexpr.md,3,5.1 公開API (C++ DSL),,NO,80,
docs/components/jit/jit_assembler_constexpr.md,2,5. インターフェイス定義,,NO,78, ### 5.1 公開API (C++ DSL)  TODO(Phase 0.75): ATCの抽出 - `make_instruction` に対する事前条件（即値の範囲チェック等）と、不正入力時の
docs/components/jit/jit_assembler_constexpr.md,3,6.1 性能制約,,NO,96,
docs/components/jit/jit_assembler_constexpr.md,2,6. 制約達成の方策,Static_Resolution|ZeroRuntimeOverhead,YES,94, ### 6.1 性能制約 <!-- traceability: {Static_Resolution} {ZeroRuntimeOverhead} --> - **静的解像 (Static Reso
docs/components/jit/jit_assembler_constexpr.md,3,6.2 安全性制約,Static_Resolution,YES,101,<!-- traceability: {Static_Resolution} --> - **方策**: C++の型システムと `static_assert` を利用し、アセンブラレベルのバグ（誤った
docs/components/jit/jit_compiler.md,2,1. コンセプト,LowLatencyJIT|JIT_CopyAndPatch|JIT_ZeroCompileCostTheorem|SimpleJITArchitecture|PeriodicTask|IdleDetection|JIT_Encoder,YES,3,<!-- traceability: {LowLatencyJIT} {JIT_CopyAndPatch} {JIT_ZeroCompileCostTheorem} {SimpleJITArchite
docs/components/jit/jit_compiler.md,2,2. アーキテクチャ分類,3TierSeparation|ComponentHarness,YES,7,<!-- traceability: {3TierSeparation} {ComponentHarness} --> 本コンポーネントは **Tier 2 (サブシステムドメイン)** に属し、St
docs/components/jit/jit_compiler.md,3,3.1 データ構造,JIT_DoubleBuffer_Cache|SimpleJITArchitecture,YES,13,<!-- traceability: {JIT_DoubleBuffer_Cache} {SimpleJITArchitecture} --> - **JITキャッシュ**: ネイティブコードを保持す
docs/components/jit/jit_compiler.md,3,3.2 内部ブロック図,JIT_DoubleBuffer_Cache|SimpleJITArchitecture,YES,25,<!-- traceability: {JIT_DoubleBuffer_Cache} {SimpleJITArchitecture} --> ```mermaid graph TD     subg
docs/components/jit/jit_compiler.md,4,`jit_harness`,,NO,55,サブコンポーネントへのポインタを集約する。  | 項目名 | 機能と役割 | 型分類 | サイズ・制約 | | :--- | :--- | :--- | :--- | | ホットスポット検知器 | 命
docs/components/jit/jit_compiler.md,4,`jit_context`,,NO,65,可変状態を保持する。  | 項目名 | 機能と役割 | 型分類 | サイズ・制約 | | :--- | :--- | :--- | :--- | | アクティブ領域 | 現在使用中の書き込み・実行用キ
docs/components/jit/jit_compiler.md,4,`jit_config` (JIT構成),,NO,75,
docs/components/jit/jit_compiler.md,3,3.3 主要なクラス・構造体・配列・定数,,NO,50,
docs/components/jit/jit_compiler.md,2,3. 静的モデル,JIT_DoubleBuffer_Cache|SimpleJITArchitecture|ConfigurableSystem|StaticScalability,YES,11, ### 3.1 データ構造 <!-- traceability: {JIT_DoubleBuffer_Cache} {SimpleJITArchitecture} --> - **JITキャッシュ*
docs/components/jit/jit_compiler.md,4,Copy-and-Patch コンパイル手順,JIT_CopyAndPatch|AI_Native_Dev,YES,90, <!-- traceability: {JIT_CopyAndPatch} {AI_Native_Dev} --> 1. **テンプレート選択**: WASM命令に対応する事前定義済みのネイティブコ
docs/components/jit/jit_compiler.md,4,JITトレース検索アルゴリズム,,NO,101,1. **事前フィルタ (カード・マーキング)**: 命令オフセット（PC）をカードインデックスに変換し、実行履歴マップ（ホットスポットビットマップ）を確認する。該当カードの状態が「コンパイル完了」で
docs/components/jit/jit_compiler.md,4,トレース・チェイニング（連鎖実行）,JIT_LazyChaining,YES,117,<!-- traceability: {JIT_LazyChaining} --> 検索オーバーヘッドを排除するため、ネイティブコード同士を直接接続（チェイニング）する。 1. **トレース構造**:
docs/components/jit/jit_compiler.md,4,ホットスポット判定 (yield 時),JIT_LazyChaining,YES,127,<!-- traceability: {JIT_LazyChaining} --> 1. **履歴走査**: インタープリタの実行サイクル中に記録、蓄積された「実行履歴バッファ」を走査する。 2. *
docs/components/jit/jit_compiler.md,4,バッチコンパイル (周期実行またはアイドル時),,NO,132,
docs/components/jit/jit_compiler.md,3,4.1 アルゴリズム,JIT_CopyAndPatch|AI_Native_Dev|JIT_LazyChaining|JIT_ReverseCompilationOrder|PeriodicTask|IdleDetection,YES,88, #### Copy-and-Patch コンパイル手順  <!-- traceability: {JIT_CopyAndPatch} {AI_Native_Dev} --> 1. **テンプレート選
docs/components/jit/jit_compiler.md,3,4.2 状態遷移図,JIT_LazyChaining|JIT_ReverseCompilationOrder|PeriodicTask|IdleDetection,YES,138,<!-- traceability: {JIT_LazyChaining} {JIT_ReverseCompilationOrder} {PeriodicTask} {IdleDetection} -
docs/components/jit/jit_compiler.md,4,JITコンパイルおよび検索シーケンス,,NO,158,
docs/components/jit/jit_compiler.md,3,4.3 内部シーケンス,,NO,156,
docs/components/jit/jit_compiler.md,2,4. 動的モデル,JIT_CopyAndPatch|AI_Native_Dev|JIT_LazyChaining|JIT_ReverseCompilationOrder|PeriodicTask|IdleDetection,YES,86, ### 4.1 アルゴリズム  #### Copy-and-Patch コンパイル手順  <!-- traceability: {JIT_CopyAndPatch} {AI_Native_Dev} 
docs/components/jit/jit_compiler.md,3,5.1 直行表: 検索・昇格・GC,,NO,197,JITトレース検索時の内部状態と期待される挙動を検証する。  | ケース | ホットスポットBitmap | Active Cache | Old Cache | 期待される動作 | | :--- |
docs/components/jit/jit_compiler.md,3,5.2 内部コンポーネントのデコンポジション,,NO,210,
docs/components/jit/jit_compiler.md,2,5. 検証,JIT_Encoder,YES,195, ### 5.1 直行表: 検索・昇格・GC JITトレース検索時の内部状態と期待される挙動を検証する。  | ケース | ホットスポットBitmap | Active Cache | Old Cac
docs/components/jit/jit_compiler.md,4,`initialize`,ConfigurableSystem,YES,230,<!-- traceability: {ConfigurableSystem} -->  | 項目 | 内容 | | :--- | :--- | | 機能概要 | コードキャッシュ領域、管理テーブル、
docs/components/jit/jit_compiler.md,4,`lookup_trace`,ConfigurableSystem,YES,245,<!-- traceability: {ConfigurableSystem} -->  | 項目 | 内容 | | :--- | :--- | | 機能概要 | 指定されたWASMプログラムカウンタ
docs/components/jit/jit_compiler.md,4,`get_card_state`,ConfigurableSystem,YES,254,<!-- traceability: {ConfigurableSystem} -->  | 項目 | 内容 | | :--- | :--- | | 機能概要 | 指定したPCが属するカードの状態（2
docs/components/jit/jit_compiler.md,4,`get_search_range`,ConfigurableSystem,YES,262,<!-- traceability: {ConfigurableSystem} -->  | 項目 | 内容 | | :--- | :--- | | 機能概要 | カーソマーキング索引（カードグループ
docs/components/jit/jit_compiler.md,4,`process_batch_compile`,,NO,270,
docs/components/jit/jit_compiler.md,3,6.1 公開API,ConfigurableSystem,YES,225,外部から利用可能なオブジェクト指向APIを定義する。  TODO(Phase 1): ATCの抽出 - `lookup_trace` 等の各APIについて、事前条件・事後条件・不変条件（ATC）やエラ
docs/components/jit/jit_compiler.md,3,6.2 URI/IPCインターフェイス,,NO,281,
docs/components/jit/jit_compiler.md,2,6. インターフェイス定義,ConfigurableSystem,YES,223, ### 6.1 公開API 外部から利用可能なオブジェクト指向APIを定義する。  TODO(Phase 1): ATCの抽出 - `lookup_trace` 等の各APIについて、事前条件・事後
docs/components/jit/jit_compiler.md,3,7.1 性能制約と方策,JIT_CopyAndPatch|JIT_RegisterMapping,YES,287,<!-- traceability: {JIT_CopyAndPatch} {JIT_RegisterMapping} --> - **目標**: コンパイルレイテンシを最小化し、WAMRインタープリ
docs/components/jit/jit_compiler.md,3,7.2 安全性制約と方策,,NO,295,
docs/components/jit/jit_compiler.md,2,7. 制約達成の方策,JIT_CopyAndPatch|JIT_RegisterMapping|PositionIndependentCode|MemoryBoundaryCheck,YES,285, ### 7.1 性能制約と方策 <!-- traceability: {JIT_CopyAndPatch} {JIT_RegisterMapping} --> - **目標**: コンパイルレイテン
docs/components/jit/jit_compiler.md,2,8. 設計判断 (ADR),ADR_ScalableCodeOffset|ADR_SafeQueuingOnHotMiss,YES,302,<!-- traceability: {ADR_ScalableCodeOffset} {ADR_SafeQueuingOnHotMiss} -->  - **決定事項**: `{ADR_Scalab
docs/components/jit/jit_engine_copy_patch.md,2,1. コンセプト,JIT_CopyAndPatch|JIT_ZeroCompileCostTheorem|LowLatencyJIT|SinglePassCompilation,YES,3,<!-- traceability: {JIT_CopyAndPatch} {JIT_ZeroCompileCostTheorem} {LowLatencyJIT} {SinglePassCompil
docs/components/jit/jit_engine_copy_patch.md,2,2. アーキテクチャ分類,3TierSeparation|JIT_CopyAndPatch,YES,7,<!-- traceability: {3TierSeparation} {JIT_CopyAndPatch} --> 本コンポーネントは **Tier 3 (実装ドメイン)** に属する。JITコン
docs/components/jit/jit_engine_copy_patch.md,3,3.1 データ構造,,NO,13,- **`CopyAndPatchEngine`**: テンプレートの選択、コピー、およびパッチ適用を一括して行う主要クラス。 - **命令テンプレート**: パッチ用の「穴」を含むネイティブ命令列の
docs/components/jit/jit_engine_copy_patch.md,3,3.2 内部ブロック図,,NO,18,```mermaid graph TD     Queue[Compile Queue] -->|Pop PC| Engine[CopyAndPatchEngine]     Engine -->|W
docs/components/jit/jit_engine_copy_patch.md,4,`CopyAndPatchEngine` クラス,,NO,30,テンプレートの解決とバイナリ操作をカプセル化する。  | 項目名 | 機能と役割 | 型分類 | サイズ・制約 | | :--- | :--- | :--- | :--- | | テンプレート辞書 |
docs/components/jit/jit_engine_copy_patch.md,4,`jit_template` (命令テンプレート),,NO,38,
docs/components/jit/jit_engine_copy_patch.md,3,3.3 主要なクラス・構造体・配列・定数,,NO,26,
docs/components/jit/jit_engine_copy_patch.md,2,3. 静的モデル,,NO,11, ### 3.1 データ構造 - **`CopyAndPatchEngine`**: テンプレートの選択、コピー、およびパッチ適用を一括して行う主要クラス。 - **命令テンプレート**: パッチ用の
docs/components/jit/jit_engine_copy_patch.md,4,トレースコンパイル手順,,NO,53,
docs/components/jit/jit_engine_copy_patch.md,3,4.1 アルゴリズム,,NO,49, TODO(Phase 1): 動的振る舞いのエッジケース定義 - キャッシュ枯渇時の破棄アルゴリズムや、パッチ適用中のアラインメント例外時の振る舞いを明確にすること。  #### トレースコンパイル
docs/components/jit/jit_engine_copy_patch.md,3,4.2 状態遷移図,,NO,63,本コンポーネントはステートレスなプロセッサとして動作するため、状態遷移は省略する。 
docs/components/jit/jit_engine_copy_patch.md,3,4.3 内部シーケンス,,NO,66,
docs/components/jit/jit_engine_copy_patch.md,2,4. 動的モデル,,NO,47, ### 4.1 アルゴリズム  TODO(Phase 1): 動的振る舞いのエッジケース定義 - キャッシュ枯渇時の破棄アルゴリズムや、パッチ適用中のアラインメント例外時の振る舞いを明確にすること。
docs/components/jit/jit_engine_copy_patch.md,4,`compile_trace`,,NO,91,
docs/components/jit/jit_engine_copy_patch.md,3,5.1 公開API,,NO,87,
docs/components/jit/jit_engine_copy_patch.md,2,5. インターフェイス定義,,NO,85, ### 5.1 公開API  TODO(Phase 1): ATCの抽出 - `compile_trace` における `dest` バッファのサイズ要件（事前条件）など、暗黙の前提を明文化すること
docs/components/jit/jit_engine_copy_patch.md,3,6.1 性能制約と最優先設計方針,,NO,102,
docs/components/jit/jit_engine_copy_patch.md,2,6. 制約達成の方策,LowLatencyJIT|JIT_CopyAndPatch|JIT_RuntimeAPI_Fallback,YES,100, ### 6.1 性能制約と最優先設計方針 <!-- traceability: {LowLatencyJIT} {JIT_CopyAndPatch} {JIT_RuntimeAPI_Fallback
docs/components/jit/jit_engine_copy_patch.md,3,6.2 3層分離設計 (3-Tier Separation),3TierSeparation,YES,108,<!-- traceability: {3TierSeparation} --> - **3層構造における役割**: 本コンポーネントは、システムアーキテクチャにおける「Tier 3 (実装ドメイン)
docs/components/jit/jit_runtime_entry.md,2,1. コンセプト,SimpleJITArchitecture|JIT_DoubleBuffer_Cache|FlatMapIndexed|BinarySearch,YES,3,<!-- traceability: {SimpleJITArchitecture} {JIT_DoubleBuffer_Cache} {FlatMapIndexed} {BinarySearch} 
docs/components/jit/jit_runtime_entry.md,2,2. アーキテクチャ分類,3TierSeparation|SimpleJITArchitecture,YES,8,<!-- traceability: {3TierSeparation} {SimpleJITArchitecture} --> 本コンポーネントは **Tier 3 (実装ドメイン)** に属する。
docs/components/jit/jit_runtime_entry.md,3,3.1 データ構造,,NO,14,- **`JitEntryIndex`**: WASMオフセットとネイティブコードの対応付け、および高速な検索ロジックをカプセル化した主要クラス。 - **JITエントリ表**: 命令オフセットと生成
docs/components/jit/jit_runtime_entry.md,4,`JitEntryIndex` クラス,,NO,29,
docs/components/jit/jit_runtime_entry.md,3,3.2 内部ブロック図,,NO,19,
docs/components/jit/jit_runtime_entry.md,2,3. 静的モデル,,NO,12, ### 3.1 データ構造 - **`JitEntryIndex`**: WASMオフセットとネイティブコードの対応付け、および高速な検索ロジックをカプセル化した主要クラス。 - **JITエントリ
docs/components/jit/jit_runtime_entry.md,4,高速検索,,NO,46,
docs/components/jit/jit_runtime_entry.md,3,4.1 アルゴリズム,,NO,42, TODO(Phase 1): 状態の一貫性モデル定義 - 割り込み発生やコンテキストスイッチ時におけるカードマーキング状態の一貫性・アトミック性を定義すること。  #### 高速検索 1. **カー
docs/components/jit/jit_runtime_entry.md,3,4.2 状態遷移図,,NO,53,本コンポーネントは管理情報の更新と検索を行うため、明確な内部状態（ステートマシン）は持たないが、エントリの `Valid/Invalid` を管理する。 
docs/components/jit/jit_runtime_entry.md,3,4.3 内部シーケンス,,NO,56,
docs/components/jit/jit_runtime_entry.md,2,4. 動的モデル,,NO,40, ### 4.1 アルゴリズム  TODO(Phase 1): 状態の一貫性モデル定義 - 割り込み発生やコンテキストスイッチ時におけるカードマーキング状態の一貫性・アトミック性を定義すること。  #
docs/components/jit/jit_runtime_entry.md,4,`lookup`,,NO,89, | 項目 | 内容 | | :--- | :--- | | 機能概要 | 命令オフセットに対応するネイティブコードアドレスを返す。 | | シグネチャ | `lookup(pc: オフセット) ->
docs/components/jit/jit_runtime_entry.md,4,`register_entry`,,NO,98,
docs/components/jit/jit_runtime_entry.md,3,5.1 公開API,,NO,85,
docs/components/jit/jit_runtime_entry.md,2,5. インターフェイス定義,,NO,83, ### 5.1 公開API  TODO(Phase 1): ATCの抽出 - `lookup` と `register_entry` の事前・事後・不変条件（エントリ配列のソート状態維持など）を厳密
docs/components/jit/jit_runtime_entry.md,3,6.1 性能制約,,NO,109,
docs/components/jit/jit_runtime_entry.md,2,6. 制約達成の方策,,NO,107, ### 6.1 性能制約 - **方策**: カードグループインデックスによる範囲絞り込みと、二分探索の組み合わせにより、多数のトレースが存在しても高速な検索を維持する。 
docs/components/jit/jit_runtime_entry.md,3,6.2 メモリ制約,JIT_DoubleBuffer_Cache,YES,112,<!-- traceability: {JIT_DoubleBuffer_Cache} --> - **方策**: `{JIT_DoubleBuffer_Cache}` による Copy-GC 方式に
docs/components/jit/jit_runtime_hotspot.md,2,1. コンセプト,LowLatencyJIT|SimpleJITArchitecture|HistoryBuffer|PeriodicTask,YES,3,<!-- traceability: {LowLatencyJIT} {SimpleJITArchitecture} {HistoryBuffer} {PeriodicTask} --> JIT Ho
docs/components/jit/jit_runtime_hotspot.md,2,2. アーキテクチャ分類,3TierSeparation|SimpleJITArchitecture,YES,7,<!-- traceability: {3TierSeparation} {SimpleJITArchitecture} --> 本コンポーネントは **Tier 3 (実装ドメイン)** に属する。
docs/components/jit/jit_runtime_hotspot.md,3,3.1 データ構造,,NO,13,- **`HotspotDetector`**: 実行頻度の監視、状態管理、およびコンパイル対象の特定を一括して行う主要クラス。 - **ホットスポット・ビットマップ**: WASMコード領域を分割管
docs/components/jit/jit_runtime_hotspot.md,4,`HotspotDetector` クラス,,NO,26,
docs/components/jit/jit_runtime_hotspot.md,3,3.2 内部ブロック図,,NO,18,
docs/components/jit/jit_runtime_hotspot.md,2,3. 静的モデル,,NO,11, ### 3.1 データ構造 - **`HotspotDetector`**: 実行頻度の監視、状態管理、およびコンパイル対象の特定を一括して行う主要クラス。 - **ホットスポット・ビットマップ**
